"customerkey","geographykey","customername","englisheducation","commutedistance"
11489,262,"Deborah Goel","Partial High School","1-2 Miles"
11490,217,"Danny Rubio","Partial High School","0-1 Miles"
11491,255,"Andre Perez","Partial High School","0-1 Miles"
11492,115,"Terrence Chander","High School","2-5 Miles"
11493,255,"Dawn Wu","Partial College","1-2 Miles"
11494,267,"Jimmy Gutierrez","Partial College","1-2 Miles"
11495,154,"Francis Jimenez","Partial College","1-2 Miles"
11496,272,"Gary Ortega","Partial College","0-1 Miles"
11497,261,"Katrina Nath","Partial College","1-2 Miles"
11498,49,"Arturo Sun","Partial College","1-2 Miles"
11499,311,"Pedro Vance","Partial College","1-2 Miles"
11500,52,"Sarah Simmons","Graduate Degree","0-1 Miles"
11501,49,"Brandy Chandra","Partial College","1-2 Miles"
11502,63,"Jared Peterson","Partial College","0-1 Miles"
11503,312,"Dennis Wu","Graduate Degree","1-2 Miles"
11504,315,"Jordan Baker","Bachelors","0-1 Miles"
11505,43,"Jasmine Powell","Graduate Degree","1-2 Miles"
11506,60,"Nicholas Brown","Graduate Degree","0-1 Miles"
11507,69,"Isabella Russell","Graduate Degree","1-2 Miles"
11508,626,"Elizabeth Wilson","Graduate Degree","1-2 Miles"
11509,347,"Roger Harui","Bachelors","5-10 Miles"
11510,54,"Seth Roberts","Bachelors","1-2 Miles"
11511,543,"Caleb Perry","Bachelors","2-5 Miles"
11512,59,"Natalie Campbell","Partial High School","1-2 Miles"
11513,62,"Alyssa Howard","Partial High School","1-2 Miles"
11514,642,"Dalton Diaz","High School","2-5 Miles"
11515,301,"Shannon Huang","High School","2-5 Miles"
11516,310,"Mya Gonzales","High School","2-5 Miles"
11517,355,"Katherine Bryant","Partial College","0-1 Miles"
11518,545,"Edward Washington","Partial College","0-1 Miles"
11519,49,"Jerome Navarro","Partial College","1-2 Miles"
11520,60,"Jada Morgan","Partial College","0-1 Miles"
11521,644,"Ariana Peterson","Partial College","0-1 Miles"
11522,546,"Christian Hughes","Graduate Degree","0-1 Miles"
11523,54,"Lucas Taylor","Partial College","0-1 Miles"
11524,374,"Alyssa Jackson","Partial College","1-2 Miles"
11525,543,"Ariana Cook","Partial College","0-1 Miles"
11526,70,"Katherine Diaz","Partial College","1-2 Miles"
11527,361,"Jenna Green","Partial College","1-2 Miles"
11528,325,"Joan Washington","Partial College","1-2 Miles"
11529,547,"Austin Bryant","Partial College","1-2 Miles"
11530,54,"Andrew Martinez","Partial College","1-2 Miles"
11531,300,"Nina Yuan","Partial College","0-1 Miles"
11532,634,"Lauren Miller","Partial College","1-2 Miles"
11533,280,"Ebony Gill","Partial College","1-2 Miles"
11534,337,"Cameron Lewis","Graduate Degree","1-2 Miles"
11535,543,"Devin Nelson","Graduate Degree","0-1 Miles"
11536,322,"Logan Chow","Graduate Degree","1-2 Miles"
11537,310,"Dakota Ross","Graduate Degree","0-1 Miles"
11538,352,"Nicole Taylor","Graduate Degree","0-1 Miles"
11539,311,"Justin Washington","Graduate Degree","1-2 Miles"
11540,312,"Alberto Navarro","Graduate Degree","1-2 Miles"
11541,547,"Aidan Ross","Graduate Degree","0-1 Miles"
11542,278,"Alejandro Tang","Partial College","0-1 Miles"
11543,201,"Sheena Chande","Partial College","2-5 Miles"
11544,127,"Joel Garcia","Bachelors","1-2 Miles"
11545,200,"Reginald Dominguez","Bachelors","0-1 Miles"
11546,189,"Christine Chande","Bachelors","2-5 Miles"
11547,201,"Cindy Sai","Graduate Degree","0-1 Miles"
11548,230,"Raymond Sanchez","Graduate Degree","0-1 Miles"
11549,257,"Crystal Liang","Bachelors","0-1 Miles"
11550,263,"Deb Torres","Bachelors","0-1 Miles"
11551,215,"Shannon Alvarez","High School","0-1 Miles"
11552,135,"Eddie Rubio","Partial College","1-2 Miles"
11553,266,"Sharon Luo","Partial College","2-5 Miles"
11554,224,"Sydney Simmons","High School","0-1 Miles"
11555,237,"Alexandria Henderson","Bachelors","0-1 Miles"
11556,271,"Lucas Evans","Partial College","2-5 Miles"
11557,278,"Felicia Ramos","Bachelors","1-2 Miles"
11558,276,"Ivan Malhotra","Bachelors","0-1 Miles"
11559,161,"Frederick Subram","Bachelors","0-1 Miles"
11560,248,"Whitney Srini","Bachelors","1-2 Miles"
11561,159,"Briana Dominguez","Partial High School","0-1 Miles"
11562,158,"Jarrod Gonzalez","High School","2-5 Miles"
11563,247,"Cesar Srini","High School","2-5 Miles"
11564,146,"Jorge Liang","High School","0-1 Miles"
11565,229,"Erik Diaz","High School","0-1 Miles"
11566,226,"April Shan","Bachelors","0-1 Miles"
11567,165,"Carla Perez","Bachelors","0-1 Miles"
11568,236,"Alexia Foster","High School","0-1 Miles"
11569,274,"Troy Malhotra","Bachelors","2-5 Miles"
11570,124,"Kristin Andersen","Bachelors","0-1 Miles"
11571,183,"Joel Sai","Bachelors","0-1 Miles"
11572,186,"Billy Moreno","Bachelors","0-1 Miles"
11573,276,"Meagan Subram","High School","0-1 Miles"
11574,274,"Karla Luo","High School","0-1 Miles"
11575,243,"Jackson Campbell","High School","0-1 Miles"
11576,185,"Micah Zhu","Bachelors","0-1 Miles"
11577,194,"Janet Serrano","Bachelors","0-1 Miles"
11578,222,"Trisha Huang","Partial High School","0-1 Miles"
11579,272,"Clayton Beck","High School","0-1 Miles"
11580,230,"Melvin Raje","Bachelors","2-5 Miles"
11581,193,"Cindy Jordan","Bachelors","0-1 Miles"
11582,222,"Claudia Ma","Partial College","0-1 Miles"
11583,207,"Karla Xu","Partial College","0-1 Miles"
11584,171,"Devin Carter","Bachelors","0-1 Miles"
11585,231,"Kari Perez","Bachelors","0-1 Miles"
11586,278,"Alberto Romero","Bachelors","0-1 Miles"
11587,184,"Kevin Bryant","Partial College","0-1 Miles"
11588,223,"Candace Mehta","Partial College","0-1 Miles"
11589,257,"Ebony Malhotra","Bachelors","0-1 Miles"
11590,221,"Erika Diaz","Partial College","0-1 Miles"
11591,209,"Stacey Lu","Partial College","0-1 Miles"
11592,198,"Darrell Raji","High School","2-5 Miles"
11593,183,"Armando Moreno","High School","2-5 Miles"
11594,213,"Corey Goel","High School","0-1 Miles"
11595,117,"Sebastian Howard","High School","0-1 Miles"
11596,267,"Roger Raje","Bachelors","0-1 Miles"
11597,225,"Janelle Chandra","Partial College","0-1 Miles"
11598,174,"Meredith Ruiz","Partial College","0-1 Miles"
11599,211,"Melody Diaz","High School","1-2 Miles"
11600,218,"Linda Rubio","Partial College","2-5 Miles"
11746,642,"Seth Brooks","Bachelors","2-5 Miles"
11601,209,"Ivan Raman","Partial College","2-5 Miles"
11602,135,"Larry Gill","Partial College","2-5 Miles"
11603,244,"Geoffrey Gonzalez","Partial College","0-1 Miles"
11604,275,"Edgar Sanchez","Partial College","2-5 Miles"
11605,176,"Heidi Subram","High School","1-2 Miles"
11606,212,"Melody Ramos","Partial High School","0-1 Miles"
11607,202,"Clinton Moreno","High School","2-5 Miles"
11608,217,"Cesar Madan","High School","5-10 Miles"
11609,277,"Eugene Ye","Partial College","0-1 Miles"
11610,269,"Blake Collins","Partial College","0-1 Miles"
11611,183,"Ernest Lin","Partial High School","2-5 Miles"
11612,230,"Keith Andersen","Partial High School","0-1 Miles"
11613,158,"Meredith Prasad","Partial College","0-1 Miles"
11614,172,"Katrina Sharma","Partial College","2-5 Miles"
11615,242,"Dwayne Navarro","Bachelors","1-2 Miles"
11616,260,"Casey Nath","Bachelors","1-2 Miles"
11617,326,"Sean Brooks","Graduate Degree","0-1 Miles"
11618,49,"Brian Ramirez","Graduate Degree","1-2 Miles"
11619,69,"Sierra Young","Graduate Degree","1-2 Miles"
11620,609,"Megan Rodriguez","Graduate Degree","0-1 Miles"
11621,611,"Leah She","Graduate Degree","0-1 Miles"
11622,623,"Gabriel Allen","Graduate Degree","0-1 Miles"
11623,322,"Angela Perry","Graduate Degree","1-2 Miles"
11624,339,"Ryan Smith","Graduate Degree","1-2 Miles"
11625,352,"Zachary Moore","Graduate Degree","1-2 Miles"
11626,360,"Destiny Rogers","Graduate Degree","0-1 Miles"
11627,372,"Dalton Gray","Graduate Degree","0-1 Miles"
11628,298,"Mariah Wood","Graduate Degree","1-2 Miles"
11629,345,"Isaiah Wright","High School","10+ Miles"
11630,637,"Haley Powell","Graduate Degree","0-1 Miles"
11631,52,"Antonio Bennett","Graduate Degree","0-1 Miles"
11632,51,"Alexandra Jenkins","Graduate Degree","1-2 Miles"
11633,612,"Thomas Anderson","Bachelors","0-1 Miles"
11634,633,"Samuel Collins","Graduate Degree","2-5 Miles"
11635,300,"Darrell Chande","Graduate Degree","2-5 Miles"
11636,314,"Kimberly Cox","Graduate Degree","2-5 Miles"
11637,338,"Morgan Hernandez","Graduate Degree","2-5 Miles"
11638,339,"Antonio Powell","Graduate Degree","0-1 Miles"
11639,339,"Angelica Perry","Graduate Degree","2-5 Miles"
11640,51,"Chloe Wilson","Bachelors","2-5 Miles"
11641,49,"James Chen","Bachelors","0-1 Miles"
11642,59,"Morgan Hughes","Bachelors","2-5 Miles"
11643,612,"Naomi Munoz","Bachelors","2-5 Miles"
11644,634,"Charles Torres","Bachelors","2-5 Miles"
11645,548,"Gabriella Turner","Bachelors","2-5 Miles"
11646,612,"Anna Foster","Bachelors","2-5 Miles"
11647,49,"Randy Wu","Bachelors","0-1 Miles"
11648,307,"Kevin Scott","Graduate Degree","2-5 Miles"
11649,345,"Ian White","Graduate Degree","2-5 Miles"
11650,325,"Caleb Hayes","Graduate Degree","0-1 Miles"
11651,49,"Patricia Garcia","Graduate Degree","2-5 Miles"
11652,68,"Samuel Russell","Graduate Degree","0-1 Miles"
11653,543,"Sydney Peterson","Graduate Degree","2-5 Miles"
11654,298,"Ariana Sanchez","Graduate Degree","2-5 Miles"
11655,311,"Tamara Sharma","Graduate Degree","2-5 Miles"
11656,329,"Katelyn Perez","Graduate Degree","2-5 Miles"
11657,347,"Megan Cox","Graduate Degree","2-5 Miles"
11658,348,"Robert Mitchell","Graduate Degree","0-1 Miles"
11659,66,"Miguel Adams","Graduate Degree","2-5 Miles"
11660,60,"Miranda Gonzales","Graduate Degree","2-5 Miles"
11661,49,"Jeremiah James","Graduate Degree","2-5 Miles"
11662,545,"Ethan Kumar","Graduate Degree","2-5 Miles"
11663,644,"Seth Williams","Graduate Degree","0-1 Miles"
11664,302,"Alyssa Morgan","Graduate Degree","2-5 Miles"
11665,307,"Janet Dominguez","Graduate Degree","2-5 Miles"
11666,374,"Angel Baker","Graduate Degree","0-1 Miles"
11667,644,"Blake Moore","Bachelors","2-5 Miles"
11668,300,"Jada Collins","Bachelors","2-5 Miles"
11669,642,"Isabella Simmons","Bachelors","2-5 Miles"
11670,326,"Jacqueline Perry","Bachelors","2-5 Miles"
11671,316,"Jessica Brown","Bachelors","0-1 Miles"
11672,300,"Chad Jai","Bachelors","2-5 Miles"
11673,612,"Susan Ye","Bachelors","0-1 Miles"
11674,385,"Morgan Rogers","Graduate Degree","2-5 Miles"
11675,616,"Devin Martinez","Graduate Degree","2-5 Miles"
11676,475,"Alan Hu","Graduate Degree","0-1 Miles"
11677,50,"Charles Walker","Graduate Degree","2-5 Miles"
11678,654,"Johnny Chavez","Graduate Degree","2-5 Miles"
11679,633,"Dalton Richardson","Graduate Degree","2-5 Miles"
11680,634,"Kaylee Nelson","Graduate Degree","0-1 Miles"
11681,641,"Abigail Jones","Graduate Degree","2-5 Miles"
11682,642,"Kaitlyn Hall","Graduate Degree","0-1 Miles"
11683,316,"Greg Taylor","Graduate Degree","0-1 Miles"
11684,634,"Devin Parker","Bachelors","2-5 Miles"
11685,545,"Jose Griffin","Bachelors","0-1 Miles"
11686,325,"Luke Edwards","Bachelors","2-5 Miles"
11687,331,"Cody Torres","Bachelors","0-1 Miles"
11688,638,"Victoria Morris","Bachelors","2-5 Miles"
11689,614,"Ian Diaz","Bachelors","2-5 Miles"
11690,632,"Caroline Butler","Graduate Degree","2-5 Miles"
11691,329,"Kaitlyn Wilson","Bachelors","2-5 Miles"
11692,301,"Caleb Gonzales","Bachelors","0-1 Miles"
11693,50,"Hailey Diaz","Bachelors","0-1 Miles"
11694,310,"Jonathon Ortega","Bachelors","10+ Miles"
11695,300,"Logan Campbell","Bachelors","5-10 Miles"
11696,642,"Mackenzie Campbell","Bachelors","5-10 Miles"
11697,348,"Eduardo Lee","Bachelors","0-1 Miles"
11698,53,"Jackson Wright","Bachelors","2-5 Miles"
11699,644,"Chase Peterson","Bachelors","0-1 Miles"
11700,385,"Xavier Richardson","Bachelors","0-1 Miles"
11701,347,"David Hayes","Bachelors","2-5 Miles"
11702,302,"Jenny Zhou","Bachelors","0-1 Miles"
11703,331,"Kaylee Baker","Bachelors","0-1 Miles"
11704,368,"Evan Hernandez","Bachelors","2-5 Miles"
11705,385,"Brooke Richardson","Graduate Degree","2-5 Miles"
11706,302,"Blake Perez","Bachelors","2-5 Miles"
11707,385,"Natalie Cook","Bachelors","0-1 Miles"
11708,336,"Elizabeth Weisman","Bachelors","2-5 Miles"
11709,69,"Hailey Collins","Graduate Degree","0-1 Miles"
11710,331,"Zoe Ramirez","High School","2-5 Miles"
11711,54,"Daniel Davis","Bachelors","0-1 Miles"
11712,50,"Shelby Rogers","Partial College","2-5 Miles"
11713,623,"Kyle Zhang","Partial College","0-1 Miles"
11714,359,"Alexandria Long","Partial College","2-5 Miles"
11715,361,"Chloe Robinson","Partial College","2-5 Miles"
11716,314,"Evan Kelly","High School","2-5 Miles"
11717,539,"Marcus Jones","Partial College","0-1 Miles"
11718,546,"Sarah Jones","Partial College","0-1 Miles"
11719,49,"Blake Green","High School","2-5 Miles"
11720,359,"Morgan Morris","High School","2-5 Miles"
11721,336,"Jennifer Alexander","High School","0-1 Miles"
11722,609,"Julian Hughes","Partial College","0-1 Miles"
11723,64,"Luke Coleman","Partial College","2-5 Miles"
11724,65,"Jason Carter","Partial College","2-5 Miles"
11725,612,"Jose Li","Partial College","0-1 Miles"
11726,612,"Micah Liang","Partial College","2-5 Miles"
11727,343,"Benjamin Taylor","Graduate Degree","0-1 Miles"
11728,553,"Logan White","Partial College","2-5 Miles"
11729,623,"Caleb Campbell","Partial College","2-5 Miles"
11730,634,"Emma Torres","Partial College","2-5 Miles"
11731,302,"Tanya Gill","Partial College","2-5 Miles"
11732,525,"Erick Sanchez","Partial College","2-5 Miles"
11733,311,"Kristi Schmidt","Partial College","2-5 Miles"
11734,312,"Omar Chen","Partial College","0-1 Miles"
11735,626,"Sydney Gray","Partial College","0-1 Miles"
11736,322,"Sebastian Sanchez","Partial College","0-1 Miles"
11737,355,"Megan Martin","Bachelors","2-5 Miles"
11738,59,"Elijah Alexander","Bachelors","2-5 Miles"
11739,65,"Aaron King","Graduate Degree","0-1 Miles"
11740,68,"Jan Hall","Graduate Degree","10+ Miles"
11741,307,"Tamara Chander","Graduate Degree","0-1 Miles"
11742,355,"Edward Lewis","Bachelors","0-1 Miles"
11743,372,"Chase Kelly","Bachelors","0-1 Miles"
11744,372,"Stephanie Campbell","Bachelors","2-5 Miles"
11745,644,"Allison Gonzalez","Bachelors","0-1 Miles"
11747,614,"Destiny Davis","Graduate Degree","2-5 Miles"
11748,69,"Blake Hill","Graduate Degree","0-1 Miles"
11749,2,"Eduardo Jackson","Graduate Degree","0-1 Miles"
11750,10,"Latoya She","Bachelors","0-1 Miles"
11751,36,"Victoria Gonzales","Graduate Degree","0-1 Miles"
11752,4,"Lauren Bryant","Graduate Degree","0-1 Miles"
11753,2,"Felicia Ortega","Graduate Degree","0-1 Miles"
11754,7,"Janet Ortega","Bachelors","0-1 Miles"
11755,25,"Willie Pal","Bachelors","2-5 Miles"
11756,17,"Linda Ortega","Bachelors","0-1 Miles"
11757,33,"Vincent Cai","Bachelors","10+ Miles"
11758,3,"Colin Yuan","Bachelors","10+ Miles"
11759,28,"Dawn Nath","Graduate Degree","0-1 Miles"
11760,29,"Melody Moreno","Bachelors","10+ Miles"
11761,31,"Edgar Mehta","Bachelors","10+ Miles"
11762,19,"Randall Gomez","Bachelors","10+ Miles"
11763,16,"Ross Fernandez","Graduate Degree","0-1 Miles"
11764,10,"Jessie Ramos","Graduate Degree","0-1 Miles"
11765,11,"Marc Torres","Bachelors","0-1 Miles"
11766,38,"Candace Raman","Bachelors","2-5 Miles"
11767,24,"Meagan Madan","Bachelors","2-5 Miles"
11768,30,"Clayton Nara","Bachelors","1-2 Miles"
11769,55,"Haley Hernandez","Graduate Degree","0-1 Miles"
11770,607,"Peter Nara","Graduate Degree","1-2 Miles"
11771,627,"Isaac Rivera","Graduate Degree","1-2 Miles"
11772,642,"Cameron Moore","Graduate Degree","1-2 Miles"
11773,316,"Gavin Diaz","Graduate Degree","1-2 Miles"
11774,343,"Emma Sanchez","Graduate Degree","0-1 Miles"
11775,352,"Sierra Roberts","Graduate Degree","0-1 Miles"
11776,368,"Seth Mitchell","Graduate Degree","1-2 Miles"
11777,302,"Miranda Long","Graduate Degree","0-1 Miles"
11778,638,"Haley Henderson","Graduate Degree","0-1 Miles"
11779,553,"Sarah Jackson","Graduate Degree","1-2 Miles"
11780,614,"Jessica Alexander","Graduate Degree","0-1 Miles"
11781,314,"Carlos Gray","Graduate Degree","0-1 Miles"
11782,301,"Barbara Jai","Graduate Degree","0-1 Miles"
11783,359,"Sara Mitchell","Graduate Degree","0-1 Miles"
11784,53,"Jose Turner","Graduate Degree","0-1 Miles"
11785,607,"Theodore Diaz","Bachelors","0-1 Miles"
11786,634,"Ian Murphy","Graduate Degree","2-5 Miles"
11787,301,"Jerry Nath","Graduate Degree","2-5 Miles"
11788,338,"Destiny James","Graduate Degree","2-5 Miles"
11789,343,"Bailey Phillips","Bachelors","2-5 Miles"
11790,307,"Timothy Gonzalez","Bachelors","2-5 Miles"
11791,641,"Chase Morgan","Graduate Degree","0-1 Miles"
11792,310,"Alexia Perry","Bachelors","0-1 Miles"
11793,301,"Xavier Rogers","Bachelors","2-5 Miles"
11794,334,"Lauren Ross","Bachelors","2-5 Miles"
11795,315,"Nicole Thomas","Bachelors","2-5 Miles"
11796,315,"Isabel Jenkins","Bachelors","0-1 Miles"
11797,348,"Devin Coleman","Bachelors","2-5 Miles"
11798,611,"Brendan Chande","Bachelors","2-5 Miles"
11799,612,"Jessie Wang","Bachelors","0-1 Miles"
11800,536,"Jennifer Baker","Graduate Degree","2-5 Miles"
11801,536,"Aaron Sharma","Graduate Degree","2-5 Miles"
11802,59,"Madison Taylor","Graduate Degree","0-1 Miles"
11803,631,"Jan Hernandez","Graduate Degree","2-5 Miles"
11804,634,"Haley Turner","Graduate Degree","0-1 Miles"
11805,300,"Richard Green","Graduate Degree","0-1 Miles"
11806,302,"Jennifer Stewart","Graduate Degree","0-1 Miles"
11807,343,"Lucas Baker","Graduate Degree","2-5 Miles"
11808,54,"James Parker","Graduate Degree","2-5 Miles"
11809,300,"Juan Gray","Bachelors","0-1 Miles"
11810,611,"Antonio Washington","Bachelors","2-5 Miles"
11811,310,"Abigail Brooks","Bachelors","2-5 Miles"
11812,644,"Andrew Rodriguez","Bachelors","0-1 Miles"
11813,552,"Mary Patterson","Bachelors","0-1 Miles"
11814,542,"Dalton Morgan","Graduate Degree","0-1 Miles"
11815,642,"Hannah Patterson","Graduate Degree","0-1 Miles"
11816,300,"Joe Torres","Graduate Degree","2-5 Miles"
11817,310,"Morgan Miller","Graduate Degree","2-5 Miles"
11818,312,"Daniel Garcia","Graduate Degree","2-5 Miles"
11819,616,"Jose Lal","Bachelors","0-1 Miles"
11820,69,"Katelyn Lopez","Graduate Degree","0-1 Miles"
11821,300,"Austin Johnson","Graduate Degree","2-5 Miles"
11822,336,"Rohinton Wadia","Graduate Degree","2-5 Miles"
11823,53,"Morgan Turner","Graduate Degree","2-5 Miles"
11824,55,"Jill Martin","Graduate Degree","2-5 Miles"
11825,298,"Aimee She","Graduate Degree","2-5 Miles"
11826,300,"Jessie Alonso","Graduate Degree","0-1 Miles"
11827,55,"Sara Baker","Graduate Degree","2-5 Miles"
11828,545,"Katherine Martinez","Graduate Degree","0-1 Miles"
11829,637,"Sophia Campbell","Graduate Degree","0-1 Miles"
11830,336,"Taylor Garcia","Graduate Degree","0-1 Miles"
11831,358,"Christian Ross","Graduate Degree","0-1 Miles"
11832,644,"Zoe Murphy","Bachelors","2-5 Miles"
11833,59,"Oscar Price","Bachelors","2-5 Miles"
11834,339,"Fernando Flores","Bachelors","0-1 Miles"
11835,53,"Elijah Russell","Bachelors","2-5 Miles"
11836,616,"Garrett Travers","Bachelors","0-1 Miles"
11837,360,"Haley Alexander","Bachelors","2-5 Miles"
11838,536,"Justin Rodriguez","Bachelors","0-1 Miles"
11839,369,"Tyler Brown","Graduate Degree","2-5 Miles"
11840,336,"Julian Patterson","Graduate Degree","2-5 Miles"
11841,52,"Sean Nelson","Bachelors","0-1 Miles"
11842,631,"Justin Wilson","Bachelors","10+ Miles"
11843,536,"Christy Nara","Bachelors","10+ Miles"
11844,307,"Michele Alvarez","Bachelors","10+ Miles"
11845,63,"Natalie Jones","High School","0-1 Miles"
