"customerkey","geographykey","customeralternatekey","fullname","gender","maritalstatus","emailaddress","yearlyincome","addressline1","phone","datefirstpurchase","commutedistance"
11170,612,"AW00011170","Carol T Howard","F","M","carol5@adventure-works.com","90000.00","6281 Edward Ave","845-555-0127","2022-08-26","0-1 Miles"
11171,385,"AW00011171","Jonathan E Hill","M","S","jonathan43@adventure-works.com","100000.00","3731 Chinquapin Ct","134-555-0196","2020-08-20","1-2 Miles"
11172,626,"AW00011172","Gabrielle J Adams","F","M","gabrielle58@adventure-works.com","100000.00","5621 Arcadia Pl.","403-555-0152","2022-05-03","1-2 Miles"
11173,552,"AW00011173","Sarah F Thomas","F","S","sarah13@adventure-works.com","110000.00","5636 Mt. Whitney Dr.","868-555-0188","2022-03-02","0-1 Miles"
11174,338,"AW00011174","Nicholas NULL Robinson","M","M","nicholas19@adventure-works.com","110000.00","1318 Lasalle Street","949-555-0138","2022-07-13","2-5 Miles"
11175,300,"AW00011175","Luis NULL Wang","M","S","luis24@adventure-works.com","70000.00","6943 Patterson Blvd.","418-555-0127","2020-08-28","5-10 Miles"
11176,50,"AW00011176","Mason D Roberts","M","M","mason25@adventure-works.com","90000.00","5753 Megan Dr.","539-555-0162","2022-02-02","1-2 Miles"
11177,359,"AW00011177","Jose M Flores","M","M","jose6@adventure-works.com","110000.00","3991 Rambling Rose Drive","157-555-0182","2022-03-29","5-10 Miles"
11178,334,"AW00011178","Nathan J Johnson","M","M","nathan55@adventure-works.com","100000.00","8927 Daylight Place","117-555-0182","2022-02-21","1-2 Miles"
11179,300,"AW00011179","Molly E Rodriguez","F","M","molly18@adventure-works.com","120000.00","5556 Riverland Dr.","135-555-0185","2022-03-12","5-10 Miles"
11180,307,"AW00011180","April NULL Anand","F","M","april18@adventure-works.com","160000.00","3531 Brookview Drive","702-555-0144","2022-03-17","0-1 Miles"
11181,338,"AW00011181","Devin P Martin","M","M","devin13@adventure-works.com","170000.00","1085 Greenbelt Way","735-555-0197","2022-05-07","0-1 Miles"
11182,638,"AW00011182","Stephanie NULL Torres","F","S","stephanie19@adventure-works.com","70000.00","6968 Mildred Ln.","567-555-0176","2022-08-28","10+ Miles"
11183,368,"AW00011183","Jasmine W Lee","F","S","jasmine19@adventure-works.com","70000.00","7502 Contuti Avenue","147-555-0199","2022-04-30","10+ Miles"
11184,311,"AW00011184","Meghan NULL Hernandez","F","S","meghan3@adventure-works.com","70000.00","5872 L St.","967-555-0188","2022-08-10","10+ Miles"
11185,53,"AW00011185","Ashley NULL Henderson","F","S","ashley31@adventure-works.com","70000.00","8834 San Jose Ave.","173-555-0121","2022-02-21","10+ Miles"
11186,352,"AW00011186","Sarah C Price","F","S","sarah25@adventure-works.com","70000.00","4815 Paraiso Ct.","180-555-0133","2022-10-18","10+ Miles"
11187,612,"AW00011187","Jennifer S Cooper","F","M","jennifer63@adventure-works.com","60000.00","2429 Longview Road","857-555-0111","2022-04-03","10+ Miles"
11188,361,"AW00011188","Catherine NULL Morris","F","M","catherine16@adventure-works.com","60000.00","6542 Stonewood Drive","795-555-0117","2022-11-01","1-2 Miles"
11189,609,"AW00011189","Lawrence W Blanco","M","S","lawrence14@adventure-works.com","60000.00","7502 Contuti Avenue","656-555-0171","2020-08-26","10+ Miles"
11190,300,"AW00011190","Carson NULL Bryant","M","M","carson17@adventure-works.com","70000.00","2995 Youngsdale Dr.","240-555-0142","2022-08-28","10+ Miles"
11191,310,"AW00011191","Kristi E Perez","F","S","kristi39@adventure-works.com","70000.00","1769 Lislin Ct","123-555-0181","2020-08-11","10+ Miles"
11192,637,"AW00011192","James C Brown","M","M","james79@adventure-works.com","60000.00","673 Old Mountain View Dr.","725-555-0117","2022-06-23","2-5 Miles"
11193,553,"AW00011193","Ian A Gray","M","M","ian72@adventure-works.com","60000.00","5941 Gill Dr.","596-555-0190","2022-02-25","2-5 Miles"
11194,352,"AW00011194","Jacqueline R Price","F","M","jacqueline0@adventure-works.com","60000.00","872 Mark Twain Dr","266-555-0112","2022-03-13","2-5 Miles"
11195,635,"AW00011195","Megan NULL Henderson","F","M","megan55@adventure-works.com","60000.00","8411 Mt. Olivet Place","560-555-0150","2022-04-14","10+ Miles"
11196,536,"AW00011196","Alfredo NULL Romero","M","M","alfredo10@adventure-works.com","60000.00","2499 Greendell Pl","342-555-0110","2022-03-03","10+ Miles"
11197,637,"AW00011197","Andrea NULL Morris","F","M","andrea18@adventure-works.com","70000.00","1883 Green View Court","715-555-0178","2022-05-02","1-2 Miles"
11198,368,"AW00011198","Brooke NULL Sanders","F","S","brooke3@adventure-works.com","70000.00","5192 Dumbarton Drive","215-555-0156","2022-02-05","10+ Miles"
11199,302,"AW00011199","Jacqueline NULL Bennett","F","M","jacqueline1@adventure-works.com","70000.00","8948 Chinquapin Court","413-555-0174","2022-03-18","10+ Miles"
11200,69,"AW00011200","Jason L Griffin","M","M","jason18@adventure-works.com","70000.00","7239 Nicholas Drive","232-555-0160","2022-02-07","1-2 Miles"
11201,369,"AW00011201","Amanda NULL Foster","F","M","amanda37@adventure-works.com","70000.00","3984 San Francisco","505-555-0159","2022-07-01","10+ Miles"
11202,334,"AW00011202","Alexia L Price","F","M","alexia0@adventure-works.com","80000.00","2079 Wellington Ct","552-555-0118","2022-09-15","1-2 Miles"
11203,60,"AW00011203","Luis D Diaz","M","M","luis21@adventure-works.com","40000.00","3682 Diablo View Road","171-555-0126","2022-02-20","10+ Miles"
11204,536,"AW00011204","Destiny C Rivera","F","M","destiny33@adventure-works.com","40000.00","6965 Appalachian Drive","743-555-0111","2022-08-09","2-5 Miles"
11205,612,"AW00011205","Abby NULL Fernandez","F","M","abby13@adventure-works.com","40000.00","8330 Glenside Court","134-555-0119","2022-07-27","10+ Miles"
11206,626,"AW00011206","Blake NULL Flores","M","M","blake60@adventure-works.com","60000.00","9410 Ferry St.","975-555-0163","2022-05-11","10+ Miles"
11207,635,"AW00011207","Danielle NULL Cox","F","S","danielle12@adventure-works.com","60000.00","2346 Wren Ave","396-555-0158","2022-01-31","10+ Miles"
11208,325,"AW00011208","Maria NULL Reed","F","M","maria4@adventure-works.com","60000.00","1413 Bridgeview St","156-555-0163","2022-03-04","10+ Miles"
11209,336,"AW00011209","Allison NULL Evans","F","M","allison21@adventure-works.com","60000.00","3515 Sutton Circle","988-555-0151","2022-03-25","10+ Miles"
11210,383,"AW00011210","Edward J Wood","M","M","edward50@adventure-works.com","70000.00","1039 Adelaide St.","229-555-0114","2022-05-06","10+ Miles"
11211,50,"AW00011211","Samantha NULL Russell","F","M","samantha42@adventure-works.com","40000.00","9256 Village Oaks Dr.","547-555-0121","2022-02-01","2-5 Miles"
11212,53,"AW00011212","Chloe NULL Campbell","F","M","chloe4@adventure-works.com","40000.00","3562 East Ave.","205-555-0169","2022-01-30","2-5 Miles"
11213,614,"AW00011213","Stephanie B Murphy","F","S","stephanie11@adventure-works.com","60000.00","5514 Grant Street","293-555-0151","2022-03-28","10+ Miles"
11214,545,"AW00011214","Charles O Miller","M","S","charles9@adventure-works.com","60000.00","2719 Little Dr","389-555-0115","2022-08-14","10+ Miles"
11215,62,"AW00011215","Ana NULL Perry","F","M","ana7@adventure-works.com","40000.00","3114 Arlington Way","446-555-0134","2022-02-15","10+ Miles"
11216,547,"AW00011216","Jasmine A Torres","F","S","jasmine32@adventure-works.com","60000.00","8328 San Francisco","939-555-0130","2020-08-15","10+ Miles"
11217,547,"AW00011217","Natalie P Adams","F","S","natalie58@adventure-works.com","60000.00","6592 Bent Tree Lane","300-555-0150","2020-08-10","10+ Miles"
11218,642,"AW00011218","Olivia NULL Brown","F","S","olivia4@adventure-works.com","60000.00","3964 Stony Hill Circle","414-555-0147","2022-02-28","2-5 Miles"
11219,553,"AW00011219","Charles NULL Cook","M","M","charles69@adventure-works.com","60000.00","6871 Bel Air Dr.","755-555-0111","2022-10-29","10+ Miles"
11220,310,"AW00011220","Erica C Huang","F","M","erica5@adventure-works.com","60000.00","9142 All Ways Drive","618-555-0157","2022-03-14","10+ Miles"
11221,334,"AW00011221","Nathan NULL Perry","M","M","nathan3@adventure-works.com","70000.00","9714 Nicholas Drive","271-555-0191","2022-04-07","1-2 Miles"
11222,369,"AW00011222","Alexandra NULL Rivera","F","M","alexandra11@adventure-works.com","80000.00","4999 Corte Segunda","488-555-0143","2022-11-01","1-2 Miles"
11223,52,"AW00011223","Hailey I Patterson","F","S","hailey30@adventure-works.com","70000.00","5045 Vancouver Way","480-555-0126","2022-01-29","2-5 Miles"
11224,612,"AW00011224","Tiffany J Li","F","S","tiffany3@adventure-works.com","70000.00","6404 Del Mar Ave","197-555-0118","2020-08-07","10+ Miles"
11225,635,"AW00011225","Madison D Lee","F","M","madison22@adventure-works.com","60000.00","5927 Seaview Avenue","471-555-0142","2022-06-22","10+ Miles"
11226,552,"AW00011226","Sydney T Ross","F","M","sydney26@adventure-works.com","60000.00","5252 Santa Fe","219-555-0146","2022-02-21","2-5 Miles"
11227,310,"AW00011227","Marshall D Chavez","M","S","marshall35@adventure-works.com","60000.00","9022 Estudillo Street","712-555-0116","2020-08-03","10+ Miles"
11228,316,"AW00011228","Ashley R Jones","F","M","ashley3@adventure-works.com","60000.00","7681 Willow Pass Road","996-555-0169","2022-10-25","10+ Miles"
11229,355,"AW00011229","Adrian C Stewart","M","S","adrian21@adventure-works.com","70000.00","6898 Shaw Rd.","812-555-0122","2022-07-27","10+ Miles"
11230,369,"AW00011230","Amber NULL Turner","F","M","amber4@adventure-works.com","70000.00","6345 Ridge Circle","155-555-0131","2022-07-16","2-5 Miles"
11231,611,"AW00011231","Dennis NULL Zhang","M","M","dennis1@adventure-works.com","60000.00","3951 Calle Verde Drive","710-555-0134","2022-02-10","10+ Miles"
11232,616,"AW00011232","Hailey R Bryant","F","M","hailey38@adventure-works.com","60000.00","2828 Rogers Ave.","156-555-0195","2022-09-20","2-5 Miles"
11233,299,"AW00011233","Todd NULL Li","M","M","todd5@adventure-works.com","70000.00","5897 Scottsdale Rd.","680-555-0147","2022-02-08","10+ Miles"
11234,337,"AW00011234","Anna NULL Griffin","F","S","anna46@adventure-works.com","70000.00","7221 Peachwillow Street","965-555-0146","2022-02-08","10+ Miles"
11235,607,"AW00011235","Angel J Stewart","M","M","angel24@adventure-works.com","70000.00","2585 La Salle Ct.","540-555-0122","2022-07-04","10+ Miles"
11236,609,"AW00011236","Jeremy NULL Butler","M","S","jeremy29@adventure-works.com","70000.00","8811 The Trees Dr.","980-555-0117","2022-10-03","10+ Miles"
11237,161,"AW00011237","Clarence M Anand","M","S","clarence36@adventure-works.com","130000.00","Welt Platz 6","1 (11) 500 555-0191","2020-09-05","0-1 Miles"
11238,232,"AW00011238","Mayra NULL Prasad","F","S","mayra9@adventure-works.com","130000.00","1119 Elderwood Dr.","1 (11) 500 555-0116","2020-01-06","0-1 Miles"
11239,249,"AW00011239","Latoya C Goel","F","M","latoya18@adventure-works.com","130000.00","8154 Pheasant Circle","1 (11) 500 555-0149","2020-01-19","5-10 Miles"
11240,273,"AW00011240","Anne B Hernandez","F","M","anne4@adventure-works.com","160000.00","76 Woodcrest Dr.","1 (11) 500 555-0119","2020-02-27","5-10 Miles"
11241,211,"AW00011241","Lisa NULL Cai","F","S","lisa24@adventure-works.com","100000.00","102, rue de Berri","1 (11) 500 555-0125","2021-09-10","5-10 Miles"
11242,209,"AW00011242","Larry NULL Munoz","M","M","larry9@adventure-works.com","110000.00","Midi-Couleurs","1 (11) 500 555-0193","2021-09-19","5-10 Miles"
11243,237,"AW00011243","Robin V Alvarez","F","M","robin2@adventure-works.com","150000.00","4086 Emmons Canyon Lane","1 (11) 500 555-0198","2020-02-21","0-1 Miles"
11244,267,"AW00011244","Alexis M Coleman","F","S","alexis28@adventure-works.com","170000.00","7140 Camelback Road","1 (11) 500 555-0115","2020-02-12","0-1 Miles"
11245,132,"AW00011245","Ricky D Vazquez","M","M","ricky15@adventure-works.com","120000.00","Roßstr 9928","1 (11) 500 555-0147","2020-09-26","5-10 Miles"
11246,147,"AW00011246","Latasha NULL Rubio","F","M","latasha21@adventure-works.com","120000.00","Alderstr 7690","1 (11) 500 555-0178","2020-10-03","5-10 Miles"
11247,242,"AW00011247","Claudia M Zhou","F","S","claudia7@adventure-works.com","130000.00","6516 Beauer Lane","1 (11) 500 555-0116","2020-02-18","0-1 Miles"
11248,223,"AW00011248","Tristan P Alexander","M","M","tristan19@adventure-works.com","110000.00","88, avenue des Champs-Elysées","1 (11) 500 555-0124","2022-07-14","10+ Miles"
11249,178,"AW00011249","Cindy A Patel","F","M","cindy3@adventure-works.com","130000.00","Essener Straße 123","1 (11) 500 555-0149","2020-10-09","0-1 Miles"
11250,276,"AW00011250","Shannon D Liu","F","M","shannon4@adventure-works.com","170000.00","4185 Keywood Ct.","1 (11) 500 555-0119","2020-03-17","5-10 Miles"
11251,50,"AW00011251","Xavier NULL Long","M","S","xavier51@adventure-works.com","30000.00","9245 Dantley Way","243-555-0114","2022-10-18","5-10 Miles"
11252,335,"AW00011252","Nicholas D Thompson","M","S","nicholas16@adventure-works.com","90000.00","504 O St.","377-555-0147","2020-08-14","2-5 Miles"
11253,69,"AW00011253","José M Hernandez","M","M","josé54@adventure-works.com","60000.00","5703 Donald Dr.","712-555-0130","2022-03-01","1-2 Miles"
11254,612,"AW00011254","Johnathan W Vance","M","M","johnathan5@adventure-works.com","70000.00","9430 Versailles Pl","494-555-0166","2022-11-23","5-10 Miles"
11255,612,"AW00011255","Colin NULL Lin","M","M","colin8@adventure-works.com","70000.00","6083 San Jose","599-555-0132","2022-02-23","5-10 Miles"
11256,626,"AW00011256","Katelyn L Hernandez","F","M","katelyn42@adventure-works.com","70000.00","7496 Deerfield Dr.","249-555-0116","2022-04-15","5-10 Miles"
11257,345,"AW00011257","Jacqueline NULL Powell","F","S","jacqueline9@adventure-works.com","120000.00","4076 Northwood Dr","796-555-0111","2020-08-24","2-5 Miles"
11258,352,"AW00011258","Xavier NULL Hill","M","M","xavier26@adventure-works.com","120000.00","2707 Virgil Street","559-555-0149","2022-05-21","2-5 Miles"
11259,548,"AW00011259","Victoria C Stewart","F","M","victoria24@adventure-works.com","100000.00","3623 Barquentine Court","230-555-0139","2020-09-04","2-5 Miles"
11260,302,"AW00011260","Katelyn L Kelly","F","M","katelyn1@adventure-works.com","110000.00","7085 Solano Drive","507-555-0132","2022-02-05","2-5 Miles"
11261,359,"AW00011261","Stephanie NULL Collins","F","M","stephanie52@adventure-works.com","130000.00","2868 Central Avenue","209-555-0173","2020-09-27","0-1 Miles"
11262,60,"AW00011262","Jennifer NULL Simmons","F","M","jennifer88@adventure-works.com","80000.00","7959 Mt. Wilson Way","148-555-0115","2022-02-27","0-1 Miles"
11263,612,"AW00011263","Trinity NULL Richardson","F","M","trinity9@adventure-works.com","90000.00","3063 Blue Jay Drive","111-555-0116","2020-08-29","2-5 Miles"
11264,618,"AW00011264","Eduardo NULL Martin","M","S","eduardo13@adventure-works.com","90000.00","5137 Pheasant Court","342-555-0195","2022-01-02","0-1 Miles"
11265,623,"AW00011265","Elizabeth P Jones","F","M","elizabeth7@adventure-works.com","90000.00","2253 Firestone Dr.","941-555-0110","2022-01-03","0-1 Miles"
11266,632,"AW00011266","Taylor NULL Howard","F","S","taylor14@adventure-works.com","90000.00","7396 Stratton Circle","162-555-0131","2020-09-10","5-10 Miles"
11267,302,"AW00011267","David NULL Diaz","M","S","david55@adventure-works.com","120000.00","2075 Browse Ct","613-555-0119","2020-09-17","2-5 Miles"
11268,312,"AW00011268","Katelyn A Carter","F","M","katelyn33@adventure-works.com","130000.00","3050 Monte Cresta Avenue","103-555-0195","2022-05-29","1-2 Miles"
11269,314,"AW00011269","Ryan W Foster","M","M","ryan19@adventure-works.com","130000.00","5376 Sahara Drive","961-555-0133","2022-08-22","0-1 Miles"
11270,334,"AW00011270","Robert L Lee","M","M","robert82@adventure-works.com","130000.00","5461 Camino Verde Ct.","447-555-0174","2020-09-10","0-1 Miles"
11271,360,"AW00011271","Danielle C Reed","F","S","danielle23@adventure-works.com","150000.00","6683 Carrick Ct","136-555-0114","2020-09-27","1-2 Miles"
11272,300,"AW00011272","Lauren L Martinez","F","S","lauren35@adventure-works.com","70000.00","4357 Tosca Way","977-555-0117","2020-09-19","5-10 Miles"
11273,331,"AW00011273","Nathan E Lal","M","M","nathan26@adventure-works.com","90000.00","7064 Cypress Ave","147-555-0121","2022-05-14","10+ Miles"
11274,609,"AW00011274","Kyle M Foster","M","M","kyle11@adventure-works.com","50000.00","5617 Landing Dr","846-555-0126","2020-08-29","5-10 Miles"
11275,310,"AW00011275","Jenny D Rai","F","M","jenny40@adventure-works.com","80000.00","1440 Willow Pass Dr.","780-555-0119","2020-08-30","0-1 Miles"
11276,49,"AW00011276","Nancy E Chapman","F","M","nancy7@adventure-works.com","80000.00","1480 Shoenic","909-555-0129","2022-01-29","2-5 Miles"
11277,62,"AW00011277","Charles P Jackson","M","M","charles15@adventure-works.com","80000.00","3400 Folson Drive","194-555-0175","2022-02-02","0-1 Miles"
11278,614,"AW00011278","Jonathan NULL Phillips","M","S","jonathan35@adventure-works.com","90000.00","8772 Rock Creek Way","967-555-0176","2020-09-16","10+ Miles"
11279,616,"AW00011279","Amanda S Cook","F","M","amanda3@adventure-works.com","90000.00","9187 Vista Del Sol","252-555-0177","2022-03-03","10+ Miles"
11280,626,"AW00011280","Robert NULL Collins","M","M","robert45@adventure-works.com","90000.00","5271 Sierra Road","966-555-0171","2022-07-01","10+ Miles"
11281,301,"AW00011281","Megan J Barnes","F","S","megan53@adventure-works.com","110000.00","40 Ellis St.","807-555-0156","2020-09-13","5-10 Miles"
11282,612,"AW00011282","Christian A Thomas","M","M","christian46@adventure-works.com","90000.00","5205 Coralie Drive","692-555-0172","2020-08-31","1-2 Miles"
11283,299,"AW00011283","Arturo NULL Lal","M","M","arturo33@adventure-works.com","110000.00","4593 Mendouno Dr.","638-555-0164","2022-05-29","1-2 Miles"
11284,307,"AW00011284","Theresa NULL Serrano","F","M","theresa12@adventure-works.com","110000.00","9007 S Royal Links Circle","777-555-0162","2022-02-06","1-2 Miles"
11285,322,"AW00011285","Jeremy J Anderson","M","M","jeremy2@adventure-works.com","120000.00","7655 Greer Ave","940-555-0176","2022-07-27","2-5 Miles"
11286,374,"AW00011286","Hunter D Griffin","M","M","hunter16@adventure-works.com","170000.00","4079 Redbird Lane","410-555-0148","2020-09-21","2-5 Miles"
11287,49,"AW00011287","Henry B Garcia","M","M","henry16@adventure-works.com","70000.00","3268 Hazelwood Lane","282-555-0185","2022-01-29","5-10 Miles"
11288,301,"AW00011288","Cindy K Sanchez","F","M","cindy19@adventure-works.com","110000.00","7062 Starflower Drive","198-555-0118","2022-03-05","2-5 Miles"
11289,315,"AW00011289","Maria S Carter","F","M","maria53@adventure-works.com","130000.00","8603 Elmhurst Lane","239-555-0158","2020-09-08","0-1 Miles"
