"customerkey","geographykey","customername","englisheducation","commutedistance","geography_key","city","stateprovincename","countryname"
11310,360,"Erin Sanders","Graduate Degree","5-10 Miles",360,"San Francisco","California","United States"
11311,626,"Gabrielle Lopez","Graduate Degree","1-2 Miles",626,"Lynnwood","Washington","United States"
11312,626,"Sara Richardson","Graduate Degree","5-10 Miles",626,"Lynnwood","Washington","United States"
11313,632,"Trevor Jenkins","Graduate Degree","5-10 Miles",632,"Port Orchard","Washington","United States"
11314,618,"Mya Flores","Graduate Degree","1-2 Miles",618,"Issaquah","Washington","United States"
11315,632,"Hailey Ward","Graduate Degree","1-2 Miles",632,"Port Orchard","Washington","United States"
11316,51,"Luke Allen","Graduate Degree","5-10 Miles",51,"Langford","British Columbia","Canada"
11317,548,"Victoria Russell","Partial College","5-10 Miles",548,"Salem","Oregon","United States"
11318,614,"Jessica Wilson","Partial College","1-2 Miles",614,"Edmonds","Washington","United States"
11319,348,"Jade Bailey","Graduate Degree","1-2 Miles",348,"Oakland","California","United States"
11320,325,"Morgan Hill","Graduate Degree","5-10 Miles",325,"Glendale","California","United States"
11321,612,"Terrance Raman","Bachelors","5-10 Miles",612,"Burien","Washington","United States"
11322,611,"Sydney Garcia","Bachelors","5-10 Miles",611,"Bremerton","Washington","United States"
11323,314,"Jose Patterson","Graduate Degree","5-10 Miles",314,"Daly City","California","United States"
11324,325,"Zachary Anderson","Bachelors","1-2 Miles",325,"Glendale","California","United States"
11325,637,"Elijah Ross","Bachelors","5-10 Miles",637,"Seattle","Washington","United States"
11326,300,"Rafael Xie","Bachelors","0-1 Miles",300,"Beverly Hills","California","United States"
11327,301,"Jaime Moreno","Bachelors","5-10 Miles",301,"Burbank","California","United States"
11328,55,"Julian Griffin","Bachelors","5-10 Miles",55,"Newton","British Columbia","Canada"
11329,311,"Andy Alvarez","Bachelors","5-10 Miles",311,"Concord","California","United States"
11330,59,"Ryan Thompson","Graduate Degree","2-5 Miles",59,"Oak Bay","British Columbia","Canada"
11331,63,"Samantha Jenkins","Partial College","1-2 Miles",63,"Shawnee","British Columbia","Canada"
11332,153,"Deanna Ramos","Graduate Degree","0-1 Miles",153,"Berlin","Nordrhein-Westfalen","Germany"
11333,261,"Emily Miller","Graduate Degree","0-1 Miles",261,"Newcastle upon Tyne","England","United Kingdom"
11334,269,"Nicole Brown","Bachelors","0-1 Miles",269,"Stoke-on-Trent","England","United Kingdom"
11335,120,"Carla Raman","Bachelors","0-1 Miles",120,"Hof","Bayern","Germany"
11336,204,"Shaun Raji","Graduate Degree","0-1 Miles",204,"Paris","Seine (Paris)","France"
11337,273,"Jerome Romero","Bachelors","0-1 Miles",273,"Watford","England","United Kingdom"
11338,154,"Frank Navarro","Graduate Degree","0-1 Miles",154,"Bonn","Nordrhein-Westfalen","Germany"
11339,202,"Dennis She","Graduate Degree","0-1 Miles",202,"Paris","Seine (Paris)","France"
11340,192,"Melody Munoz","Graduate Degree","0-1 Miles",192,"Paris","Seine (Paris)","France"
11341,236,"Randy Zeng","Graduate Degree","0-1 Miles",236,"Cheltenham","England","United Kingdom"
11342,191,"Marshall Wang","Graduate Degree","0-1 Miles",191,"Boulogne-sur-Mer","Pas de Calais","France"
11343,264,"Arthur Carlson","Bachelors","0-1 Miles",264,"Oxon","England","United Kingdom"
11344,262,"Jessie Jimenez","Partial College","0-1 Miles",262,"Oxford","England","United Kingdom"
11345,224,"Robin Ramos","Partial College","0-1 Miles",224,"Tremblay-en-France","Seine Saint Denis","France"
11346,196,"Deanna Gutierrez","Partial College","0-1 Miles",196,"Paris","Seine (Paris)","France"
11347,156,"Roy Navarro","Partial College","0-1 Miles",156,"Braunschweig","Nordrhein-Westfalen","Germany"
11348,151,"Shawn Rai","Partial College","0-1 Miles",151,"Paderborn","Hamburg","Germany"
11349,134,"Mindy Luo","Partial College","2-5 Miles",134,"München","Hessen","Germany"
11350,265,"Cara Zhou","Graduate Degree","0-1 Miles",265,"Peterborough","England","United Kingdom"
11351,253,"Anne Ramos","Bachelors","0-1 Miles",253,"London","England","United Kingdom"
11352,222,"Raymond Rodriguez","Partial College","0-1 Miles",222,"Pantin","Seine Saint Denis","France"
11353,271,"Carrie Ortega","Bachelors","0-1 Miles",271,"Warrington","England","United Kingdom"
11354,119,"Deanna Suarez","Partial College","0-1 Miles",119,"Grevenbroich","Bayern","Germany"
11355,275,"Roberto Gutierrez","Graduate Degree","0-1 Miles",275,"Wokingham","England","United Kingdom"
11356,6,"Terrence Carson","Partial College","2-5 Miles",6,"Lavender Bay","New South Wales","Australia"
11357,21,"Ramon Ye","Partial College","2-5 Miles",21,"Caloundra","Queensland","Australia"
11358,2,"Cynthia Malhotra","Partial College","0-1 Miles",2,"Coffs Harbour","New South Wales","Australia"
11359,7,"Jarrod Prasad","Partial College","0-1 Miles",7,"Malabar","New South Wales","Australia"
11360,26,"Tyrone Serrano","Partial College","2-5 Miles",26,"Rockhampton","Queensland","Australia"
11361,10,"Cindy Ramos","High School","0-1 Miles",10,"Newcastle","New South Wales","Australia"
11362,33,"Damien Shan","High School","0-1 Miles",33,"Cranbourne","Victoria","Australia"
11363,35,"Julian Ross","High School","0-1 Miles",35,"Melbourne","Victoria","Australia"
11364,34,"Jennifer Collins","High School","2-5 Miles",34,"Geelong","Victoria","Australia"
11365,29,"Brittney Sun","High School","1-2 Miles",29,"Findon","South Australia","Australia"
11366,37,"Virginia Patel","Bachelors","0-1 Miles",37,"Seaford","Victoria","Australia"
11367,12,"Calvin Nara","Bachelors","0-1 Miles",12,"North Sydney","New South Wales","Australia"
11368,26,"Edward Miller","High School","1-2 Miles",26,"Rockhampton","Queensland","Australia"
11369,29,"Ashlee Tang","Bachelors","0-1 Miles",29,"Findon","South Australia","Australia"
11370,38,"Alicia Xu","Bachelors","0-1 Miles",38,"South Melbourne","Victoria","Australia"
11371,26,"Lacey Jai","Bachelors","0-1 Miles",26,"Rockhampton","Queensland","Australia"
11372,20,"Wendy Romero","Bachelors","0-1 Miles",20,"Brisbane","Queensland","Australia"
11373,135,"Carly Luo","Bachelors","0-1 Miles",135,"Salzgitter","Hessen","Germany"
11374,162,"Jimmy Ortega","Bachelors","0-1 Miles",162,"Werne","Nordrhein-Westfalen","Germany"
11375,240,"Francisco Martinez","Bachelors","0-1 Miles",240,"High Wycombe","England","United Kingdom"
11376,268,"Lance Vazquez","Graduate Degree","0-1 Miles",268,"Liverpool","England","United Kingdom"
11377,161,"David Robinett","Graduate Degree","0-1 Miles",161,"Solingen","Nordrhein-Westfalen","Germany"
11378,184,"Shannon Liang","High School","2-5 Miles",184,"Metz","Moselle","France"
11379,214,"Gary Vazquez","High School","2-5 Miles",214,"Boulogne-Billancourt","Hauts de Seine","France"
11380,175,"Mitchell Kumar","Partial College","1-2 Miles",175,"Saarlouis","Saarland","Germany"
11381,249,"Meredith Raman","Partial College","2-5 Miles",249,"London","England","United Kingdom"
11382,189,"Edward Patterson","Partial College","2-5 Miles",189,"Roubaix","Nord","France"
11383,206,"Marie Gill","Graduate Degree","0-1 Miles",206,"Roissy en Brie","Seine et Marne","France"
11384,211,"Tiffany Wang","Bachelors","0-1 Miles",211,"Les Ulis","Essonne","France"
11385,279,"Miguel Allen","Bachelors","0-1 Miles",279,"York","England","United Kingdom"
11386,127,"Jaclyn Cai","Bachelors","0-1 Miles",127,"Darmstadt","Hessen","Germany"
11387,238,"Megan Ramirez","Graduate Degree","0-1 Miles",238,"Gateshead","England","United Kingdom"
11388,279,"Joseph Martin","Graduate Degree","0-1 Miles",279,"York","England","United Kingdom"
11389,130,"Karl Shan","High School","2-5 Miles",130,"Duesseldorf","Hessen","Germany"
11390,208,"Christine Raji","High School","2-5 Miles",208,"Saint Germain en Laye","Yveline","France"
11391,135,"Lindsay Xie","High School","0-1 Miles",135,"Salzgitter","Hessen","Germany"
11392,131,"Willie Zhao","High School","0-1 Miles",131,"Frankfurt","Hessen","Germany"
11393,182,"Kurt Pal","High School","0-1 Miles",182,"Saint Ouen","Loir et Cher","France"
11394,259,"George McDonald","High School","0-1 Miles",259,"Milton Keynes","England","United Kingdom"
11395,118,"Beth Gutierrez","Bachelors","0-1 Miles",118,"Frankfurt","Bayern","Germany"
11396,175,"Ian Lopez","High School","0-1 Miles",175,"Saarlouis","Saarland","Germany"
11397,197,"Latoya Shan","Partial College","0-1 Miles",197,"Paris","Seine (Paris)","France"
11398,261,"Colin Nath","Bachelors","0-1 Miles",261,"Newcastle upon Tyne","England","United Kingdom"
11399,202,"Brenda Mehta","Bachelors","0-1 Miles",202,"Paris","Seine (Paris)","France"
11400,251,"Franklin Raji","Graduate Degree","0-1 Miles",251,"London","England","United Kingdom"
11401,204,"Linda Navarro","Graduate Degree","0-1 Miles",204,"Paris","Seine (Paris)","France"
11402,183,"Kelli Cai","Graduate Degree","0-1 Miles",183,"Orleans","Loiret","France"
11403,179,"Nancy Schmidt","Graduate Degree","0-1 Miles",179,"Saint Ouen","Charente-Maritime","France"
11404,133,"Megan Taylor","Partial College","0-1 Miles",133,"Kassel","Hessen","Germany"
11405,143,"Bonnie Goel","Partial College","0-1 Miles",143,"Bonn","Hamburg","Germany"
11406,199,"Latoya Xu","Partial College","2-5 Miles",199,"Paris","Seine (Paris)","France"
11407,170,"Mario She","Partial College","0-1 Miles",170,"Münster","Saarland","Germany"
11408,257,"Darren Gill","High School","0-1 Miles",257,"London","England","United Kingdom"
11409,208,"Jacqueline Hayes","High School","0-1 Miles",208,"Saint Germain en Laye","Yveline","France"
11410,201,"Maurice Goel","Partial College","2-5 Miles",201,"Paris","Seine (Paris)","France"
11411,121,"Devin Ross","Partial College","2-5 Miles",121,"Ingolstadt","Bayern","Germany"
11412,121,"Sydney Bryant","Partial College","10+ Miles",121,"Ingolstadt","Bayern","Germany"
11413,238,"Megan Stewart","Partial College","2-5 Miles",238,"Gateshead","England","United Kingdom"
11414,241,"Ian Richardson","Partial College","10+ Miles",241,"Kirkby","England","United Kingdom"
11415,127,"Randy She","Partial College","10+ Miles",127,"Darmstadt","Hessen","Germany"
11416,185,"Katrina Becker","Partial High School","2-5 Miles",185,"Croix","Nord","France"
11417,222,"Lacey Zheng","High School","10+ Miles",222,"Pantin","Seine Saint Denis","France"
11418,160,"Rafael Hu","Partial College","10+ Miles",160,"Paderborn","Nordrhein-Westfalen","Germany"
11419,273,"Kyle Scott","Graduate Degree","0-1 Miles",273,"Watford","England","United Kingdom"
11420,189,"Jordan Turner","Bachelors","10+ Miles",189,"Roubaix","Nord","France"
11421,172,"Amy Sun","Bachelors","5-10 Miles",172,"Offenbach","Saarland","Germany"
11422,268,"Dustin Deng","Bachelors","5-10 Miles",268,"Liverpool","England","United Kingdom"
11423,147,"Jasmine Stewart","Partial College","2-5 Miles",147,"Hamburg","Hamburg","Germany"
11424,164,"Pamela Garcia","Partial College","10+ Miles",164,"Berlin","Saarland","Germany"
11425,184,"Ariana Gray","High School","10+ Miles",184,"Metz","Moselle","France"
11426,156,"Kristopher Mehta","Bachelors","10+ Miles",156,"Braunschweig","Nordrhein-Westfalen","Germany"
11427,168,"Desiree Dominguez","Partial College","10+ Miles",168,"Kiel","Saarland","Germany"
11428,173,"Deanna Perez","Bachelors","10+ Miles",173,"Poing","Saarland","Germany"
11429,218,"Marco Lopez","Partial College","10+ Miles",218,"Sèvres","Hauts de Seine","France"
11430,155,"Casey Yuan","High School","10+ Miles",155,"Bottrop","Nordrhein-Westfalen","Germany"
11431,120,"Bryant Garcia","Partial College","10+ Miles",120,"Hof","Bayern","Germany"
11432,206,"Dominique Prasad","High School","10+ Miles",206,"Roissy en Brie","Seine et Marne","France"
11433,224,"Maurice Shan","High School","2-5 Miles",224,"Tremblay-en-France","Seine Saint Denis","France"
11434,274,"Andre Lopez","Partial College","0-1 Miles",274,"West Sussex","England","United Kingdom"
11435,168,"Robin Romero","Partial College","10+ Miles",168,"Kiel","Saarland","Germany"
11436,273,"Taylor Cox","Partial College","10+ Miles",273,"Watford","England","United Kingdom"
11437,190,"Alfredo Moreno","High School","10+ Miles",190,"Villeneuve-d'Ascq","Nord","France"
11438,162,"Jenny Nara","High School","0-1 Miles",162,"Werne","Nordrhein-Westfalen","Germany"
11439,217,"Janet Munoz","High School","5-10 Miles",217,"Paris La Defense","Hauts de Seine","France"
11440,187,"Sergio Weber","Partial High School","5-10 Miles",187,"Lille","Nord","France"
11441,192,"Erika Gomez","Partial High School","5-10 Miles",192,"Paris","Seine (Paris)","France"
11442,224,"Joseph Harris","Partial High School","10+ Miles",224,"Tremblay-en-France","Seine Saint Denis","France"
11443,31,"Grace Griffin","Bachelors","2-5 Miles",31,"Hobart","Tasmania","Australia"
11444,32,"Tina Mehta","Bachelors","10+ Miles",32,"Bendigo","Victoria","Australia"
11445,15,"Kari Kim","Bachelors","10+ Miles",15,"Silverwater","New South Wales","Australia"
11446,5,"Bethany Chander","Bachelors","10+ Miles",5,"Lane Cove","New South Wales","Australia"
11447,25,"Jennifer Roberts","Bachelors","10+ Miles",25,"Hervey Bay","Queensland","Australia"
11448,35,"Kyle Patterson","Bachelors","10+ Miles",35,"Melbourne","Victoria","Australia"
11449,37,"Alvin Hu","Bachelors","10+ Miles",37,"Seaford","Victoria","Australia"
11450,28,"Brett Mehta","High School","0-1 Miles",28,"Cloverdale","South Australia","Australia"
11451,10,"Ruben Muñoz","Bachelors","10+ Miles",10,"Newcastle","New South Wales","Australia"
11452,21,"Erika Rubio","Bachelors","10+ Miles",21,"Caloundra","Queensland","Australia"
11453,31,"Stanley Malhotra","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
11454,35,"Melinda Navarro","Bachelors","10+ Miles",35,"Melbourne","Victoria","Australia"
11455,36,"Ross Sanz","High School","10+ Miles",36,"Melton","Victoria","Australia"
11456,17,"Jon Gao","Partial High School","10+ Miles",17,"St. Leonards","New South Wales","Australia"
11457,19,"Jaime Gutierrez","Bachelors","10+ Miles",19,"Wollongong","New South Wales","Australia"
11458,16,"Bianca Liu","High School","10+ Miles",16,"Springwood","New South Wales","Australia"
11459,13,"Tasha Deng","Bachelors","10+ Miles",13,"Port Macquarie","New South Wales","Australia"
11460,33,"Melvin Chande","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
11461,6,"Victor Jimenez","Bachelors","10+ Miles",6,"Lavender Bay","New South Wales","Australia"
11462,8,"Laura Lin","High School","10+ Miles",8,"Matraville","New South Wales","Australia"
11463,28,"Alisha Beck","High School","10+ Miles",28,"Cloverdale","South Australia","Australia"
11464,38,"Alejandro Huang","Bachelors","10+ Miles",38,"South Melbourne","Victoria","Australia"
11465,23,"Louis Luo","Bachelors","10+ Miles",23,"Gold Coast","Queensland","Australia"
11466,6,"Grant Tang","Partial High School","10+ Miles",6,"Lavender Bay","New South Wales","Australia"
11467,17,"Arturo Zheng","Graduate Degree","0-1 Miles",17,"St. Leonards","New South Wales","Australia"
11468,278,"Jaclyn Andersen","Bachelors","1-2 Miles",278,"York","England","United Kingdom"
11469,278,"Edwin Raji","Partial High School","1-2 Miles",278,"York","England","United Kingdom"
